"Town","FIPS","Indicator","Measure Type","Variable","2005","2006","2007","2008","2009","2010","2011","2012"
"Hebron","0901337910","Total Eligible","Number","Birth to Three Indicators",12,28,6,7,12,9,10,11
"Hebron","0901337910","Total Eligible","Percent","Birth to Three Indicators",12.37,25.93,7.14,9.33,15.19,12.33,13.89,17.74
"Hebron","0901337910","Total Served","Number","Birth to Three Indicators",12,26,6,7,11,8,9,10
"Hebron","0901337910","Total Served","Percent","Birth to Three Indicators",12.37,24.07,7.14,9.33,13.92,10.96,12.5,16.13
"Killingly","0901540500","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",43.33,59.46,58.33,51.28,57.14,50,43.75,56.41
"Killingly","0901540500","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.33,97.3,100,94.87,96.43,100,90.62,92.31
"Killingly","0901540500","Evaluated that are Eligible","Percent","Birth to Three Indicators",68.18,84.09,61.54,88.64,73.68,64.86,88.89,66.1
"Killingly","0901540500","Evaluations","Number","Birth to Three Indicators",44,44,39,44,38,37,36,59
"Killingly","0901540500","Evaluations","Percent","Birth to Three Indicators",20.95,20.37,20.31,20.95,19.69,18.78,19.25,30.57
"Killingly","0901540500","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,22,14,20,16,12,14,22
"Killingly","0901540500","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.19,10.19,7.29,9.52,8.29,6.09,7.49,11.4
"Killingly","0901540500","IFSP Receiving Services","Percent","Birth to Three Indicators",89.29,86.11,95.83,100,100,100,96.55,94.44
"Killingly","0901540500","Individualized Family Service Plans","Number","Birth to Three Indicators",28,36,24,37,27,24,29,36
"Killingly","0901540500","Individualized Family Service Plans","Percent","Birth to Three Indicators",13.33,16.67,12.5,17.62,13.99,12.18,15.51,18.65
"Killingly","0901540500","Referrals","Number","Birth to Three Indicators",49,49,42,44,38,39,42,61
"Killingly","0901540500","Referrals","Percent","Birth to Three Indicators",23.33,22.69,21.88,20.95,19.69,19.8,22.46,31.61
"Killingly","0901540500","Referred that are Evaluated","Percent","Birth to Three Indicators",89.8,89.8,92.86,100,100,94.87,85.71,96.72
"Killingly","0901540500","Total Eligible","Number","Birth to Three Indicators",30,37,24,39,28,24,32,39
"Killingly","0901540500","Total Eligible","Percent","Birth to Three Indicators",14.29,17.13,12.5,18.57,14.51,12.18,17.11,20.21
"Killingly","0901540500","Total Served","Number","Birth to Three Indicators",25,31,23,37,27,24,28,34
"Killingly","0901540500","Total Served","Percent","Birth to Three Indicators",11.9,14.35,11.98,17.62,13.99,12.18,14.97,17.62
"Lebanon","0901142390","Evaluations","Number","Birth to Three Indicators",19,14,13,7,13,12,12,12
"Lebanon","0901142390","Evaluations","Percent","Birth to Three Indicators",24.68,21.88,17.33,14.89,19.7,19.67,24.49,19.35
"Lebanon","0901142390","Referrals","Number","Birth to Three Indicators",19,14,14,7,13,13,12,12
"Lebanon","0901142390","Referrals","Percent","Birth to Three Indicators",24.68,21.88,18.67,14.89,19.7,21.31,24.49,19.35
"Lebanon","0901142390","Referred that are Evaluated","Percent","Birth to Three Indicators",100,100,92.86,100,100,92.31,100,100
"Ledyard","0901142600","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,93.33,94.12,100,100,90.91,88.89
"Ledyard","0901142600","Evaluated that are Eligible","Percent","Birth to Three Indicators",50,52.17,75,68,61.11,80,55,72
"Ledyard","0901142600","Evaluations","Number","Birth to Three Indicators",30,23,20,25,18,25,20,25
"Ledyard","0901142600","Evaluations","Percent","Birth to Three Indicators",15.79,13.53,12.5,14.62,12.41,15.43,11.83,19.38
"Ledyard","0901142600","IFSP Receiving Services","Percent","Birth to Three Indicators",80,100,100,93.75,100,100,90,87.5
"Ledyard","0901142600","Individualized Family Service Plans","Number","Birth to Three Indicators",15,12,14,16,11,20,10,16
"Ledyard","0901142600","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.89,7.06,8.75,9.36,7.59,12.35,5.92,12.4
"Ledyard","0901142600","Referrals","Number","Birth to Three Indicators",33,26,21,26,20,26,22,27
"Ledyard","0901142600","Referrals","Percent","Birth to Three Indicators",17.37,15.29,13.12,15.2,13.79,16.05,13.02,20.93
"Ledyard","0901142600","Referred that are Evaluated","Percent","Birth to Three Indicators",90.91,88.46,95.24,96.15,90,96.15,90.91,92.59
"Ledyard","0901142600","Total Eligible","Number","Birth to Three Indicators",15,12,15,17,11,20,11,18
"Ledyard","0901142600","Total Eligible","Percent","Birth to Three Indicators",7.89,7.06,9.38,9.94,7.59,12.35,6.51,13.95
"Ledyard","0901142600","Total Served","Number","Birth to Three Indicators",12,12,14,15,11,20,9,14
"Ledyard","0901142600","Total Served","Percent","Birth to Three Indicators",6.32,7.06,8.75,8.77,7.59,12.35,5.33,10.85
"Madison","0900944560","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,95.24,100,88.24,100,91.67,100,100
"Madison","0900944560","Evaluated that are Eligible","Percent","Birth to Three Indicators",58.33,77.78,70,62.96,65,70.59,56,68.18
"Madison","0900944560","Evaluations","Number","Birth to Three Indicators",36,27,20,27,20,17,25,22
"Madison","0900944560","Evaluations","Percent","Birth to Three Indicators",27.91,21.09,20.62,26.21,23.53,19.77,22.52,26.19
"Madison","0900944560","IFSP Receiving Services","Percent","Birth to Three Indicators",100,95,100,93.33,100,90.91,100,73.33
"Madison","0900944560","Individualized Family Service Plans","Number","Birth to Three Indicators",21,20,14,15,13,11,14,15
"Madison","0900944560","Individualized Family Service Plans","Percent","Birth to Three Indicators",16.28,15.62,14.43,14.56,15.29,12.79,12.61,17.86
"Madison","0900944560","Referrals","Number","Birth to Three Indicators",38,27,21,27,20,21,25,22
"Madison","0900944560","Referrals","Percent","Birth to Three Indicators",29.46,21.09,21.65,26.21,23.53,24.42,22.52,26.19
"Madison","0900944560","Referred that are Evaluated","Percent","Birth to Three Indicators",94.74,100,95.24,100,100,80.95,100,100
"Madison","0900944560","Total Eligible","Number","Birth to Three Indicators",21,21,14,17,13,12,14,15
"Madison","0900944560","Total Eligible","Percent","Birth to Three Indicators",16.28,16.41,14.43,16.5,15.29,13.95,12.61,17.86
"Madison","0900944560","Total Served","Number","Birth to Three Indicators",21,19,14,14,13,10,14,11
"Madison","0900944560","Total Served","Percent","Birth to Three Indicators",16.28,14.84,14.43,13.59,15.29,11.63,12.61,13.1
"Manchester","0900344700","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",48.86,42.68,41.18,35.87,36.08,40.22,41.05,47.06
"Manchester","0900344700","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",97.73,95.12,92.94,95.65,94.85,95.65,92.63,95.8
"Manchester","0900344700","Evaluated that are Eligible","Percent","Birth to Three Indicators",72.13,71.3,66.93,73.6,71.85,68.66,76.61,75.32
"Manchester","0900344700","Evaluations","Number","Birth to Three Indicators",122,115,127,125,135,134,124,158
"Manchester","0900344700","Evaluations","Percent","Birth to Three Indicators",17.28,15.5,16.91,14.55,17.11,16.65,15.16,21.15
"Manchester","0900344700","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",43,35,35,33,35,37,39,56
"Manchester","0900344700","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.09,4.72,4.66,3.84,4.44,4.6,4.77,7.5
"Manchester","0900344700","IFSP Receiving Services","Percent","Birth to Three Indicators",98.84,97.44,98.73,100,97.83,98.86,98.86,99.12
"Manchester","0900344700","Individualized Family Service Plans","Number","Birth to Three Indicators",86,78,79,88,92,88,88,114
"Manchester","0900344700","Individualized Family Service Plans","Percent","Birth to Three Indicators",12.18,10.51,10.52,10.24,11.66,10.93,10.76,15.26
"Manchester","0900344700","Referrals","Number","Birth to Three Indicators",127,120,131,130,137,140,128,163
"Manchester","0900344700","Referrals","Percent","Birth to Three Indicators",17.99,16.17,17.44,15.13,17.36,17.39,15.65,21.82
"Manchester","0900344700","Referred that are Evaluated","Percent","Birth to Three Indicators",96.06,95.83,96.95,96.15,98.54,95.71,96.88,96.93
"Manchester","0900344700","Total Eligible","Number","Birth to Three Indicators",88,82,85,92,97,92,95,119
"Manchester","0900344700","Total Eligible","Percent","Birth to Three Indicators",12.46,11.05,11.32,10.71,12.29,11.43,11.61,15.93
"Manchester","0900344700","Total Served","Number","Birth to Three Indicators",85,76,78,88,90,87,87,113
"Manchester","0900344700","Total Served","Percent","Birth to Three Indicators",12.04,10.24,10.39,10.24,11.41,10.81,10.64,15.13
"Mansfield","0901344910","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,90,100,70,100,100,88.89,100
"Mansfield","0901344910","Evaluated that are Eligible","Percent","Birth to Three Indicators",63.64,90.91,45,47.62,76.92,86.67,75,80
"Mansfield","0901344910","Evaluations","Number","Birth to Three Indicators",11,22,20,21,13,15,12,10
"Mansfield","0901344910","Evaluations","Percent","Birth to Three Indicators",10.28,19.3,17.54,21.65,12.87,15.46,12.5,13.16
"Mansfield","0901344910","IFSP Receiving Services","Percent","Birth to Three Indicators",100,94.44,100,100,100,92.31,100,100
"Mansfield","0901344910","Individualized Family Service Plans","Number","Birth to Three Indicators",7,18,9,7,10,13,8,8
"Mansfield","0901344910","Individualized Family Service Plans","Percent","Birth to Three Indicators",6.54,15.79,7.89,7.22,9.9,13.4,8.33,10.53
"Mansfield","0901344910","Referrals","Number","Birth to Three Indicators",11,23,20,21,14,15,13,10
"Mansfield","0901344910","Referrals","Percent","Birth to Three Indicators",10.28,20.18,17.54,21.65,13.86,15.46,13.54,13.16
"Mansfield","0901344910","Referred that are Evaluated","Percent","Birth to Three Indicators",100,95.65,100,100,92.86,100,92.31,100
"Mansfield","0901344910","Total Eligible","Number","Birth to Three Indicators",7,20,9,10,10,13,9,8
"Mansfield","0901344910","Total Eligible","Percent","Birth to Three Indicators",6.54,17.54,7.89,10.31,9.9,13.4,9.38,10.53
"Mansfield","0901344910","Total Served","Number","Birth to Three Indicators",7,17,9,7,10,12,8,8
"Mansfield","0901344910","Total Served","Percent","Birth to Three Indicators",6.54,14.91,7.89,7.22,9.9,12.37,8.33,10.53
"Marlborough","0900345820","Evaluations","Number","Birth to Three Indicators",20,13,16,9,11,9,6,6
"Marlborough","0900345820","Evaluations","Percent","Birth to Three Indicators",29.41,16.05,24.62,14.75,18.03,19.57,18.75,12.77
"Marlborough","0900345820","Referrals","Number","Birth to Three Indicators",22,13,16,9,12,9,7,7
"Marlborough","0900345820","Referrals","Percent","Birth to Three Indicators",32.35,16.05,24.62,14.75,19.67,19.57,21.88,14.89
"Marlborough","0900345820","Referred that are Evaluated","Percent","Birth to Three Indicators",90.91,100,100,100,91.67,100,85.71,85.71
"Meriden","0900946520","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",37.86,49.54,46.96,56.19,56.18,36.67,46.15,52.94
"Meriden","0900946520","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",97.09,95.41,97.39,96.19,97.75,93.33,91.35,94.96
"Meriden","0900946520","Evaluated that are Eligible","Percent","Birth to Three Indicators",68.21,73.65,63.54,61.05,60.96,64.75,71.23,73.46
"Meriden","0900946520","Evaluations","Number","Birth to Three Indicators",151,148,181,172,146,139,146,162
"Meriden","0900946520","Evaluations","Percent","Birth to Three Indicators",18.19,16.82,20.85,18.57,16.94,17.68,18.53,20.64
"Meriden","0900946520","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",39,54,54,59,50,33,48,63
"Meriden","0900946520","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.7,6.14,6.22,6.37,5.8,4.2,6.09,8.03
"Meriden","0900946520","IFSP Receiving Services","Percent","Birth to Three Indicators",96,97.12,96.43,96.04,97.7,97.62,95.79,98.23
"Meriden","0900946520","Individualized Family Service Plans","Number","Birth to Three Indicators",100,104,112,101,87,84,95,113
"Meriden","0900946520","Individualized Family Service Plans","Percent","Birth to Three Indicators",12.05,11.82,12.9,10.91,10.09,10.69,12.06,14.39
"Meriden","0900946520","Referrals","Number","Birth to Three Indicators",164,161,192,182,158,147,161,174
"Meriden","0900946520","Referrals","Percent","Birth to Three Indicators",19.76,18.3,22.12,19.65,18.33,18.7,20.43,22.17
"Meriden","0900946520","Referred that are Evaluated","Percent","Birth to Three Indicators",92.07,91.93,94.27,94.51,92.41,94.56,90.68,93.1
"Meriden","0900946520","Total Eligible","Number","Birth to Three Indicators",103,109,115,105,89,90,104,119
"Meriden","0900946520","Total Eligible","Percent","Birth to Three Indicators",12.41,12.39,13.25,11.34,10.32,11.45,13.2,15.16
"Meriden","0900946520","Total Served","Number","Birth to Three Indicators",96,101,108,97,85,82,91,111
"Meriden","0900946520","Total Served","Percent","Birth to Three Indicators",11.57,11.48,12.44,10.48,9.86,10.43,11.55,14.14
"Middlebury","0900946940","Evaluations","Number","Birth to Three Indicators",11,13,12,13,16,8,10,7
"Middlebury","0900946940","Evaluations","Percent","Birth to Three Indicators",21.15,21.67,17.14,17.81,26.67,13.11,18.18,12.96
"Middlebury","0900946940","Referrals","Number","Birth to Three Indicators",12,13,13,13,16,8,10,8
"Middlebury","0900946940","Referrals","Percent","Birth to Three Indicators",23.08,21.67,18.57,17.81,26.67,13.11,18.18,14.81
"Middlebury","0900946940","Referred that are Evaluated","Percent","Birth to Three Indicators",91.67,100,92.31,100,100,100,100,87.5
"Middletown","0900747360","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",47.83,47.22,45.59,52,41.54,54.55,40.98,53.33
"Middletown","0900747360","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.65,97.22,98.53,96,96.92,90.91,93.44,92
"Middletown","0900747360","Evaluated that are Eligible","Percent","Birth to Three Indicators",56.79,55.38,69.39,61.73,72.22,55,70.93,77.32
"Middletown","0900747360","Evaluations","Number","Birth to Three Indicators",81,65,98,81,90,80,86,97
"Middletown","0900747360","Evaluations","Percent","Birth to Three Indicators",15.55,11.95,17.95,14.19,15.62,14.93,16.35,17.45
"Middletown","0900747360","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",22,17,31,26,27,24,25,40
"Middletown","0900747360","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.22,3.12,5.68,4.55,4.69,4.48,4.75,7.19
"Middletown","0900747360","IFSP Receiving Services","Percent","Birth to Three Indicators",95.45,100,94.03,97.92,98.41,97.5,100,98.55
"Middletown","0900747360","Individualized Family Service Plans","Number","Birth to Three Indicators",44,35,67,48,63,40,57,69
"Middletown","0900747360","Individualized Family Service Plans","Percent","Birth to Three Indicators",8.45,6.43,12.27,8.41,10.94,7.46,10.84,12.41
"Middletown","0900747360","Referrals","Number","Birth to Three Indicators",84,69,103,86,97,87,91,106
"Middletown","0900747360","Referrals","Percent","Birth to Three Indicators",16.12,12.68,18.86,15.06,16.84,16.23,17.3,19.06
"Middletown","0900747360","Referred that are Evaluated","Percent","Birth to Three Indicators",96.43,94.2,95.15,94.19,92.78,91.95,94.51,91.51
"Middletown","0900747360","Total Eligible","Number","Birth to Three Indicators",46,36,68,50,65,44,61,75
"Middletown","0900747360","Total Eligible","Percent","Birth to Three Indicators",8.83,6.62,12.45,8.76,11.28,8.21,11.6,13.49
"Middletown","0900747360","Total Served","Number","Birth to Three Indicators",42,35,63,47,62,39,57,68
"Middletown","0900747360","Total Served","Percent","Birth to Three Indicators",8.06,6.43,11.54,8.23,10.76,7.28,10.84,12.23
"Milford","0900947535","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",70.59,42.11,50.98,48.78,46.81,54.17,45.45,52.17
"Milford","0900947535","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,98.04,92.68,91.49,93.75,94.55,95.65
"Milford","0900947535","Evaluated that are Eligible","Percent","Birth to Three Indicators",48.57,49.35,62.96,54.67,63.51,64,74.32,63.01
"Milford","0900947535","Evaluations","Number","Birth to Three Indicators",70,77,81,75,74,75,74,73
"Milford","0900947535","Evaluations","Percent","Birth to Three Indicators",12.66,15.31,15.37,15.4,15.95,16.06,15.48,16.55
"Milford","0900947535","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",24,16,26,20,22,26,25,24
