"Town","FIPS","Indicator","Measure Type","Variable","Year","Value"
"Stonington","0901173770","Total Served","Number","Birth to Three Indicators","2005",9
"Stonington","0901173770","Total Served","Percent","Birth to Three Indicators","2005",5.56
"Stratford","0900174190","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",51.67
"Stratford","0900174190","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",93.33
"Stratford","0900174190","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",65.22
"Stratford","0900174190","Evaluations","Number","Birth to Three Indicators","2005",92
"Stratford","0900174190","Evaluations","Percent","Birth to Three Indicators","2005",16.73
"Stratford","0900174190","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",31
"Stratford","0900174190","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",5.64
"Stratford","0900174190","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",94.64
"Stratford","0900174190","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",56
"Stratford","0900174190","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",10.18
"Stratford","0900174190","Referrals","Number","Birth to Three Indicators","2005",94
"Stratford","0900174190","Referrals","Percent","Birth to Three Indicators","2005",17.09
"Stratford","0900174190","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",97.87
"Stratford","0900174190","Total Eligible","Number","Birth to Three Indicators","2005",60
"Stratford","0900174190","Total Eligible","Percent","Birth to Three Indicators","2005",10.91
"Stratford","0900174190","Total Served","Number","Birth to Three Indicators","2005",53
"Stratford","0900174190","Total Served","Percent","Birth to Three Indicators","2005",9.64
"Suffield","0900374540","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",100
"Suffield","0900374540","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",47.83
"Suffield","0900374540","Evaluations","Number","Birth to Three Indicators","2005",23
"Suffield","0900374540","Evaluations","Percent","Birth to Three Indicators","2005",20.18
"Suffield","0900374540","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",90.91
"Suffield","0900374540","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",11
"Suffield","0900374540","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",9.65
"Suffield","0900374540","Referrals","Number","Birth to Three Indicators","2005",27
"Suffield","0900374540","Referrals","Percent","Birth to Three Indicators","2005",23.68
"Suffield","0900374540","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",85.19
"Suffield","0900374540","Total Eligible","Number","Birth to Three Indicators","2005",11
"Suffield","0900374540","Total Eligible","Percent","Birth to Three Indicators","2005",9.65
"Suffield","0900374540","Total Served","Number","Birth to Three Indicators","2005",10
"Suffield","0900374540","Total Served","Percent","Birth to Three Indicators","2005",8.77
"Thomaston","0900575730","Evaluations","Number","Birth to Three Indicators","2005",7
"Thomaston","0900575730","Evaluations","Percent","Birth to Three Indicators","2005",8.24
"Thomaston","0900575730","Referrals","Number","Birth to Three Indicators","2005",8
"Thomaston","0900575730","Referrals","Percent","Birth to Three Indicators","2005",9.41
"Thomaston","0900575730","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",87.5
"Thompson","0901575870","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",91.67
"Thompson","0901575870","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",54.55
"Thompson","0901575870","Evaluations","Number","Birth to Three Indicators","2005",22
"Thompson","0901575870","Evaluations","Percent","Birth to Three Indicators","2005",21.15
"Thompson","0901575870","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",72.73
"Thompson","0901575870","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",11
"Thompson","0901575870","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",10.58
"Thompson","0901575870","Referrals","Number","Birth to Three Indicators","2005",23
"Thompson","0901575870","Referrals","Percent","Birth to Three Indicators","2005",22.12
"Thompson","0901575870","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",95.65
"Thompson","0901575870","Total Eligible","Number","Birth to Three Indicators","2005",12
"Thompson","0901575870","Total Eligible","Percent","Birth to Three Indicators","2005",11.54
"Thompson","0901575870","Total Served","Number","Birth to Three Indicators","2005",8
"Thompson","0901575870","Total Served","Percent","Birth to Three Indicators","2005",7.69
"Tolland","0901376290","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",100
"Tolland","0901376290","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",54.84
"Tolland","0901376290","Evaluations","Number","Birth to Three Indicators","2005",31
"Tolland","0901376290","Evaluations","Percent","Birth to Three Indicators","2005",21.53
"Tolland","0901376290","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",100
"Tolland","0901376290","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",17
"Tolland","0901376290","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",11.81
"Tolland","0901376290","Referrals","Number","Birth to Three Indicators","2005",33
"Tolland","0901376290","Referrals","Percent","Birth to Three Indicators","2005",22.92
"Tolland","0901376290","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",93.94
"Tolland","0901376290","Total Eligible","Number","Birth to Three Indicators","2005",17
"Tolland","0901376290","Total Eligible","Percent","Birth to Three Indicators","2005",11.81
"Tolland","0901376290","Total Served","Number","Birth to Three Indicators","2005",17
"Tolland","0901376290","Total Served","Percent","Birth to Three Indicators","2005",11.81
"Torrington","0900576570","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",41.86
"Torrington","0900576570","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",93.02
"Torrington","0900576570","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",58.11
"Torrington","0900576570","Evaluations","Number","Birth to Three Indicators","2005",74
"Torrington","0900576570","Evaluations","Percent","Birth to Three Indicators","2005",18.45
"Torrington","0900576570","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",18
"Torrington","0900576570","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",4.49
"Torrington","0900576570","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",97.5
"Torrington","0900576570","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",40
"Torrington","0900576570","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",9.98
"Torrington","0900576570","Referrals","Number","Birth to Three Indicators","2005",78
"Torrington","0900576570","Referrals","Percent","Birth to Three Indicators","2005",19.45
"Torrington","0900576570","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",94.87
"Torrington","0900576570","Total Eligible","Number","Birth to Three Indicators","2005",43
"Torrington","0900576570","Total Eligible","Percent","Birth to Three Indicators","2005",10.72
"Torrington","0900576570","Total Served","Number","Birth to Three Indicators","2005",39
"Torrington","0900576570","Total Served","Percent","Birth to Three Indicators","2005",9.73
"Trumbull","0900177200","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",66.67
"Trumbull","0900177200","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",97.62
"Trumbull","0900177200","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",63.64
"Trumbull","0900177200","Evaluations","Number","Birth to Three Indicators","2005",66
"Trumbull","0900177200","Evaluations","Percent","Birth to Three Indicators","2005",18.75
"Trumbull","0900177200","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",28
"Trumbull","0900177200","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",7.95
"Trumbull","0900177200","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",97.56
"Trumbull","0900177200","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",41
"Trumbull","0900177200","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",11.65
"Trumbull","0900177200","Referrals","Number","Birth to Three Indicators","2005",69
"Trumbull","0900177200","Referrals","Percent","Birth to Three Indicators","2005",19.6
"Trumbull","0900177200","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",95.65
"Trumbull","0900177200","Total Eligible","Number","Birth to Three Indicators","2005",42
"Trumbull","0900177200","Total Eligible","Percent","Birth to Three Indicators","2005",11.93
"Trumbull","0900177200","Total Served","Number","Birth to Three Indicators","2005",40
"Trumbull","0900177200","Total Served","Percent","Birth to Three Indicators","2005",11.36
"Vernon","0901378250","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",46.51
"Vernon","0901378250","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",93.02
"Vernon","0901378250","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",72.88
"Vernon","0901378250","Evaluations","Number","Birth to Three Indicators","2005",59
"Vernon","0901378250","Evaluations","Percent","Birth to Three Indicators","2005",15.36
"Vernon","0901378250","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",20
"Vernon","0901378250","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2005",5.21
"Vernon","0901378250","IFSP Receiving Services","Percent","Birth to Three Indicators","2005",92.5
"Vernon","0901378250","Individualized Family Service Plans","Number","Birth to Three Indicators","2005",40
"Vernon","0901378250","Individualized Family Service Plans","Percent","Birth to Three Indicators","2005",10.42
"Vernon","0901378250","Referrals","Number","Birth to Three Indicators","2005",63
"Vernon","0901378250","Referrals","Percent","Birth to Three Indicators","2005",16.41
"Vernon","0901378250","Referred that are Evaluated","Percent","Birth to Three Indicators","2005",93.65
"Vernon","0901378250","Total Eligible","Number","Birth to Three Indicators","2005",43
"Vernon","0901378250","Total Eligible","Percent","Birth to Three Indicators","2005",11.2
"Vernon","0901378250","Total Served","Number","Birth to Three Indicators","2005",37
"Vernon","0901378250","Total Served","Percent","Birth to Three Indicators","2005",9.64
"Wallingford","0900978740","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2005",46.67
"Wallingford","0900978740","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2005",95.56
"Wallingford","0900978740","Evaluated that are Eligible","Percent","Birth to Three Indicators","2005",59.21
"Wallingford","0900978740","Evaluations","Number","Birth to Three Indicators","2005",76
"Wallingford","0900978740","Evaluations","Percent","Birth to Three Indicators","2005",15.73
"Wallingford","0900978740","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2005",21
