"Town","FIPS","Year","Grant","Value"
"Cornwall","0900517240",2014,"Town Aid Road",223284.27
"Cornwall","0900517240",2015,"Colleges & Hospitals PILOT",0
"Cornwall","0900517240",2015,"Elderly Circuit Breaker",13811.49
"Cornwall","0900517240",2015,"State Property PILOT",19317.91
"Cornwall","0900517240",2015,"Veterans' Exemption",805.51
"Cornwall","0900517240",2015,"Disability Exemption",126.04
"Cornwall","0900517240",2015,"Pequot Grants",8441.9
"Cornwall","0900517240",2015,"Elderly Freeze",0
"Cornwall","0900517240",2015,"DECD Tax Abatement",0
"Cornwall","0900517240",2015,"DECD PILOT Grant",0
"Cornwall","0900517240",2015,"LoCIP",32618
"Cornwall","0900517240",2015,"Town Aid Road",223417
"Cornwall","0900517240",2014,"Total",294707.61
"Cornwall","0900517240",2015,"Total",298537.85
"Goshen","0900532290",2014,"Colleges & Hospitals PILOT",0
"Goshen","0900532290",2014,"Elderly Circuit Breaker",17965.29
"Goshen","0900532290",2014,"State Property PILOT",24989.86
"Goshen","0900532290",2014,"Veterans' Exemption",2349.66
"Goshen","0900532290",2014,"Disability Exemption",253.75
"Goshen","0900532290",2014,"Pequot Grants",8456.38
"Goshen","0900532290",2014,"Elderly Freeze",0
"Goshen","0900532290",2014,"DECD Tax Abatement",0
"Goshen","0900532290",2014,"DECD PILOT Grant",0
"Goshen","0900532290",2014,"LoCIP",42882
"Goshen","0900532290",2014,"Town Aid Road",275723.19
"Goshen","0900532290",2015,"Colleges & Hospitals PILOT",0
"Goshen","0900532290",2015,"Elderly Circuit Breaker",17436.95
"Goshen","0900532290",2015,"State Property PILOT",18576.4
"Goshen","0900532290",2015,"Veterans' Exemption",2446.64
"Goshen","0900532290",2015,"Disability Exemption",229.11
"Goshen","0900532290",2015,"Pequot Grants",10587.95
"Goshen","0900532290",2015,"Elderly Freeze",0
"Goshen","0900532290",2015,"DECD Tax Abatement",0
"Goshen","0900532290",2015,"DECD PILOT Grant",0
"Goshen","0900532290",2015,"LoCIP",42696
"Goshen","0900532290",2015,"Town Aid Road",276087
"Goshen","0900532290",2014,"Total",372620.13
"Goshen","0900532290",2015,"Total",368060.05
"Harwinton","0900537280",2014,"Colleges & Hospitals PILOT",0
"Harwinton","0900537280",2014,"Elderly Circuit Breaker",38418.02
"Harwinton","0900537280",2014,"State Property PILOT",9236.55
"Harwinton","0900537280",2014,"Veterans' Exemption",1575.81
"Harwinton","0900537280",2014,"Disability Exemption",390.14
"Harwinton","0900537280",2014,"Pequot Grants",16720.91
"Harwinton","0900537280",2014,"Elderly Freeze",0
"Harwinton","0900537280",2014,"DECD Tax Abatement",0
"Harwinton","0900537280",2014,"DECD PILOT Grant",0
"Harwinton","0900537280",2014,"LoCIP",51001
"Harwinton","0900537280",2014,"Town Aid Road",227760.6
"Harwinton","0900537280",2015,"Colleges & Hospitals PILOT",0
"Harwinton","0900537280",2015,"Elderly Circuit Breaker",39684.72
"Harwinton","0900537280",2015,"State Property PILOT",7749.07
"Harwinton","0900537280",2015,"Veterans' Exemption",1702.65
"Harwinton","0900537280",2015,"Disability Exemption",275.14
"Harwinton","0900537280",2015,"Pequot Grants",17719.17
"Harwinton","0900537280",2015,"Elderly Freeze",0
"Harwinton","0900537280",2015,"DECD Tax Abatement",0
"Harwinton","0900537280",2015,"DECD PILOT Grant",0
"Harwinton","0900537280",2015,"LoCIP",49911
"Harwinton","0900537280",2015,"Town Aid Road",227680
"Harwinton","0900537280",2014,"Total",345103.03
"Harwinton","0900537280",2015,"Total",344721.75
"Kent","0900540290",2014,"Colleges & Hospitals PILOT",0
"Kent","0900540290",2014,"Elderly Circuit Breaker",16664.12
"Kent","0900540290",2014,"State Property PILOT",56452.19
"Kent","0900540290",2014,"Veterans' Exemption",718.4
"Kent","0900540290",2014,"Disability Exemption",114.58
"Kent","0900540290",2014,"Pequot Grants",7817.22
"Kent","0900540290",2014,"Elderly Freeze",0
"Kent","0900540290",2014,"DECD Tax Abatement",6666
"Kent","0900540290",2014,"DECD PILOT Grant",0
"Kent","0900540290",2014,"LoCIP",41472
"Kent","0900540290",2014,"Town Aid Road",281308.92
"Kent","0900540290",2015,"Colleges & Hospitals PILOT",0
"Kent","0900540290",2015,"Elderly Circuit Breaker",21092.08
"Kent","0900540290",2015,"State Property PILOT",61483.97
"Kent","0900540290",2015,"Veterans' Exemption",723.37
"Kent","0900540290",2015,"Disability Exemption",130.64
"Kent","0900540290",2015,"Pequot Grants",10105.47
"Kent","0900540290",2015,"Elderly Freeze",0
"Kent","0900540290",2015,"DECD Tax Abatement",8533
"Kent","0900540290",2015,"DECD PILOT Grant",0
"Kent","0900540290",2015,"LoCIP",41921
"Kent","0900540290",2015,"Town Aid Road",281659
"Kent","0900540290",2014,"Total",411213.43
"Kent","0900540290",2015,"Total",425648.53
"Litchfield","0900543370",2014,"Colleges & Hospitals PILOT",0
"Litchfield","0900543370",2014,"Elderly Circuit Breaker",55407.83
"Litchfield","0900543370",2014,"State Property PILOT",73076.51
"Litchfield","0900543370",2014,"Veterans' Exemption",3627.76
"Litchfield","0900543370",2014,"Disability Exemption",438.07
"Litchfield","0900543370",2014,"Pequot Grants",20482.95
"Litchfield","0900543370",2014,"Elderly Freeze",0
"Litchfield","0900543370",2014,"DECD Tax Abatement",0
"Litchfield","0900543370",2014,"DECD PILOT Grant",0
"Litchfield","0900543370",2014,"LoCIP",83507
"Litchfield","0900543370",2014,"Town Aid Road",382097.46
"Litchfield","0900543370",2015,"Colleges & Hospitals PILOT",0
"Litchfield","0900543370",2015,"Elderly Circuit Breaker",61507.4
"Litchfield","0900543370",2015,"State Property PILOT",80000.02
"Litchfield","0900543370",2015,"Veterans' Exemption",4133.9
"Litchfield","0900543370",2015,"Disability Exemption",451.07
"Litchfield","0900543370",2015,"Pequot Grants",21684.79
"Litchfield","0900543370",2015,"Elderly Freeze",0
"Litchfield","0900543370",2015,"DECD Tax Abatement",0
"Litchfield","0900543370",2015,"DECD PILOT Grant",0
"Litchfield","0900543370",2015,"LoCIP",81931
"Litchfield","0900543370",2015,"Town Aid Road",382385
"Litchfield","0900543370",2014,"Total",618637.58
"Litchfield","0900543370",2015,"Total",632093.18
"Morris","0900549460",2014,"Colleges & Hospitals PILOT",0
"Morris","0900549460",2014,"Elderly Circuit Breaker",12541.28
"Morris","0900549460",2014,"State Property PILOT",16505.72
"Morris","0900549460",2014,"Veterans' Exemption",248.39
"Morris","0900549460",2014,"Disability Exemption",171.68
"Morris","0900549460",2014,"Pequot Grants",9385.58
"Morris","0900549460",2014,"Elderly Freeze",0
"Morris","0900549460",2014,"DECD Tax Abatement",0
"Morris","0900549460",2014,"DECD PILOT Grant",0
"Morris","0900549460",2014,"LoCIP",21876
"Morris","0900549460",2014,"Town Aid Road",177386.89
"Morris","0900549460",2015,"Colleges & Hospitals PILOT",0
"Morris","0900549460",2015,"Elderly Circuit Breaker",14736.88
"Morris","0900549460",2015,"State Property PILOT",17550.14
"Morris","0900549460",2015,"Veterans' Exemption",345.68
"Morris","0900549460",2015,"Disability Exemption",133.53
"Morris","0900549460",2015,"Pequot Grants",11261.75
"Morris","0900549460",2015,"Elderly Freeze",0
"Morris","0900549460",2015,"DECD Tax Abatement",0
"Morris","0900549460",2015,"DECD PILOT Grant",0
"Morris","0900549460",2015,"LoCIP",21705
"Morris","0900549460",2015,"Town Aid Road",177379
"Morris","0900549460",2014,"Total",238115.54
"Morris","0900549460",2015,"Total",243111.98
"New Hartford","0900551350",2014,"Colleges & Hospitals PILOT",0
"New Hartford","0900551350",2014,"Elderly Circuit Breaker",34898.08
"New Hartford","0900551350",2014,"State Property PILOT",18163.57
"New Hartford","0900551350",2014,"Veterans' Exemption",3148.75
"New Hartford","0900551350",2014,"Disability Exemption",483.62
"New Hartford","0900551350",2014,"Pequot Grants",20324.29
"New Hartford","0900551350",2014,"Elderly Freeze",0
"New Hartford","0900551350",2014,"DECD Tax Abatement",0
"New Hartford","0900551350",2014,"DECD PILOT Grant",0
"New Hartford","0900551350",2014,"LoCIP",63021
"New Hartford","0900551350",2014,"Town Aid Road",269962.54
"New Hartford","0900551350",2015,"Colleges & Hospitals PILOT",0
"New Hartford","0900551350",2015,"Elderly Circuit Breaker",33780.65
"New Hartford","0900551350",2015,"State Property PILOT",19653.99
"New Hartford","0900551350",2015,"Veterans' Exemption",3206.58
"New Hartford","0900551350",2015,"Disability Exemption",471.87
"New Hartford","0900551350",2015,"Pequot Grants",21795.87
"New Hartford","0900551350",2015,"Elderly Freeze",0
"New Hartford","0900551350",2015,"DECD Tax Abatement",0
"New Hartford","0900551350",2015,"DECD PILOT Grant",0
"New Hartford","0900551350",2015,"LoCIP",63013
"New Hartford","0900551350",2015,"Town Aid Road",269858
"New Hartford","0900551350",2014,"Total",410001.85
"New Hartford","0900551350",2015,"Total",411779.96
"New Milford","0900552630",2014,"Colleges & Hospitals PILOT",216041.38
"New Milford","0900552630",2014,"Elderly Circuit Breaker",133962.55
"New Milford","0900552630",2014,"State Property PILOT",33027.18
"New Milford","0900552630",2014,"Veterans' Exemption",11615.89
"New Milford","0900552630",2014,"Disability Exemption",2436.98
"New Milford","0900552630",2014,"Pequot Grants",85724.02
"New Milford","0900552630",2014,"Elderly Freeze",0
"New Milford","0900552630",2014,"DECD Tax Abatement",0
"New Milford","0900552630",2014,"DECD PILOT Grant",0
"New Milford","0900552630",2014,"LoCIP",196090
"New Milford","0900552630",2014,"Town Aid Road",559689.94
"New Milford","0900552630",2015,"Colleges & Hospitals PILOT",228085.5
"New Milford","0900552630",2015,"Elderly Circuit Breaker",139050.52
"New Milford","0900552630",2015,"State Property PILOT",32756.13
"New Milford","0900552630",2015,"Veterans' Exemption",11810.92
"New Milford","0900552630",2015,"Disability Exemption",2488.3
"New Milford","0900552630",2015,"Pequot Grants",84077.49
"New Milford","0900552630",2015,"Elderly Freeze",0
"New Milford","0900552630",2015,"DECD Tax Abatement",0
"New Milford","0900552630",2015,"DECD PILOT Grant",0
"New Milford","0900552630",2015,"LoCIP",192049
"New Milford","0900552630",2015,"Town Aid Road",558293
"New Milford","0900552630",2014,"Total",1238587.94
"New Milford","0900552630",2015,"Total",1248610.86
"Norfolk","0900553470",2014,"Colleges & Hospitals PILOT",44163.45
"Norfolk","0900553470",2014,"Elderly Circuit Breaker",8266.53
"Norfolk","0900553470",2014,"State Property PILOT",83742.09
"Norfolk","0900553470",2014,"Veterans' Exemption",773.28
"Norfolk","0900553470",2014,"Disability Exemption",249.41
"Norfolk","0900553470",2014,"Pequot Grants",11993
"Norfolk","0900553470",2014,"Elderly Freeze",0
"Norfolk","0900553470",2014,"DECD Tax Abatement",0
"Norfolk","0900553470",2014,"DECD PILOT Grant",0
"Norfolk","0900553470",2014,"LoCIP",32030
"Norfolk","0900553470",2014,"Town Aid Road",250822.3
"Norfolk","0900553470",2015,"Colleges & Hospitals PILOT",47767.14
"Norfolk","0900553470",2015,"Elderly Circuit Breaker",10507.2
"Norfolk","0900553470",2015,"State Property PILOT",90247.8
"Norfolk","0900553470",2015,"Veterans' Exemption",957.85
"Norfolk","0900553470",2015,"Disability Exemption",305.62
"Norfolk","0900553470",2015,"Pequot Grants",14208.34
"Norfolk","0900553470",2015,"Elderly Freeze",0
"Norfolk","0900553470",2015,"DECD Tax Abatement",0
"Norfolk","0900553470",2015,"DECD PILOT Grant",0
"Norfolk","0900553470",2015,"LoCIP",31899
"Norfolk","0900553470",2015,"Town Aid Road",251076
"Norfolk","0900553470",2014,"Total",432040.06
"Norfolk","0900553470",2015,"Total",446968.95
"North Canaan","0900554030",2014,"Colleges & Hospitals PILOT",0
"North Canaan","0900554030",2014,"Elderly Circuit Breaker",28853.98
"North Canaan","0900554030",2014,"State Property PILOT",21777.49
"North Canaan","0900554030",2014,"Veterans' Exemption",585.12
"North Canaan","0900554030",2014,"Disability Exemption",314.54
"North Canaan","0900554030",2014,"Pequot Grants",27006.66
"North Canaan","0900554030",2014,"Elderly Freeze",0
"North Canaan","0900554030",2014,"DECD Tax Abatement",0
"North Canaan","0900554030",2014,"DECD PILOT Grant",0
"North Canaan","0900554030",2014,"LoCIP",29814
"North Canaan","0900554030",2014,"Town Aid Road",188722.78
"North Canaan","0900554030",2015,"Colleges & Hospitals PILOT",0
"North Canaan","0900554030",2015,"Elderly Circuit Breaker",31342.49
"North Canaan","0900554030",2015,"State Property PILOT",25016.58
"North Canaan","0900554030",2015,"Veterans' Exemption",902.62
"North Canaan","0900554030",2015,"Disability Exemption",257.84
"North Canaan","0900554030",2015,"Pequot Grants",25739.77
"North Canaan","0900554030",2015,"Elderly Freeze",0
"North Canaan","0900554030",2015,"DECD Tax Abatement",0
"North Canaan","0900554030",2015,"DECD PILOT Grant",0
"North Canaan","0900554030",2015,"LoCIP",29971
"North Canaan","0900554030",2015,"Town Aid Road",188363
"North Canaan","0900554030",2014,"Total",297074.57
"North Canaan","0900554030",2015,"Total",301593.3
"Plymouth","0900560750",2014,"Colleges & Hospitals PILOT",0
"Plymouth","0900560750",2014,"Elderly Circuit Breaker",89378.33
"Plymouth","0900560750",2014,"State Property PILOT",11696.51
"Plymouth","0900560750",2014,"Veterans' Exemption",10186.84
"Plymouth","0900560750",2014,"Disability Exemption",2686.1
"Plymouth","0900560750",2014,"Pequot Grants",0
"Plymouth","0900560750",2014,"Elderly Freeze",2000
"Plymouth","0900560750",2014,"DECD Tax Abatement",0
"Plymouth","0900560750",2014,"DECD PILOT Grant",0
"Plymouth","0900560750",2014,"LoCIP",96857
"Plymouth","0900560750",2014,"Town Aid Road",263163.95
"Plymouth","0900560750",2015,"Colleges & Hospitals PILOT",0
"Plymouth","0900560750",2015,"Elderly Circuit Breaker",93020.59
"Plymouth","0900560750",2015,"State Property PILOT",12212.43
"Plymouth","0900560750",2015,"Veterans' Exemption",8903.38
"Plymouth","0900560750",2015,"Disability Exemption",2673.43
"Plymouth","0900560750",2015,"Pequot Grants",71533.94
"Plymouth","0900560750",2015,"Elderly Freeze",0
"Plymouth","0900560750",2015,"DECD Tax Abatement",0
"Plymouth","0900560750",2015,"DECD PILOT Grant",0
"Plymouth","0900560750",2015,"LoCIP",94231
"Plymouth","0900560750",2015,"Town Aid Road",262226
"Plymouth","0900560750",2014,"Total",475968.73
"Plymouth","0900560750",2015,"Total",544800.77
"Roxbury","0900565930",2014,"Colleges & Hospitals PILOT",0
"Roxbury","0900565930",2014,"Elderly Circuit Breaker",13413.07
"Roxbury","0900565930",2014,"State Property PILOT",3862.42
"Roxbury","0900565930",2014,"Veterans' Exemption",516.39
"Roxbury","0900565930",2014,"Disability Exemption",105.46
"Roxbury","0900565930",2014,"Pequot Grants",6297.96
"Roxbury","0900565930",2014,"Elderly Freeze",0
"Roxbury","0900565930",2014,"DECD Tax Abatement",0
"Roxbury","0900565930",2014,"DECD PILOT Grant",0
"Roxbury","0900565930",2014,"LoCIP",36013
"Roxbury","0900565930",2014,"Town Aid Road",336540.2
"Roxbury","0900565930",2015,"Colleges & Hospitals PILOT",0
"Roxbury","0900565930",2015,"Elderly Circuit Breaker",12279.58
"Roxbury","0900565930",2015,"State Property PILOT",4280.75
"Roxbury","0900565930",2015,"Veterans' Exemption",522.87
"Roxbury","0900565930",2015,"Disability Exemption",102.79
"Roxbury","0900565930",2015,"Pequot Grants",8369.67
"Roxbury","0900565930",2015,"Elderly Freeze",0
"Roxbury","0900565930",2015,"DECD Tax Abatement",0
"Roxbury","0900565930",2015,"DECD PILOT Grant",0
"Roxbury","0900565930",2015,"LoCIP",35916
"Roxbury","0900565930",2015,"Town Aid Road",329802
"Roxbury","0900565930",2014,"Total",396748.5
"Roxbury","0900565930",2015,"Total",391273.66
"Salisbury","0900566420",2014,"Colleges & Hospitals PILOT",0
"Salisbury","0900566420",2014,"Elderly Circuit Breaker",12678.63
"Salisbury","0900566420",2014,"State Property PILOT",7524.07
"Salisbury","0900566420",2014,"Veterans' Exemption",1272.73
"Salisbury","0900566420",2014,"Disability Exemption",91.63
"Salisbury","0900566420",2014,"Pequot Grants",7396.92
"Salisbury","0900566420",2014,"Elderly Freeze",0
"Salisbury","0900566420",2014,"DECD Tax Abatement",0
"Salisbury","0900566420",2014,"DECD PILOT Grant",0
"Salisbury","0900566420",2014,"LoCIP",44020
"Salisbury","0900566420",2014,"Town Aid Road",291850.35
"Salisbury","0900566420",2015,"Colleges & Hospitals PILOT",0
"Salisbury","0900566420",2015,"Elderly Circuit Breaker",10989.8
"Salisbury","0900566420",2015,"State Property PILOT",8250.82
"Salisbury","0900566420",2015,"Veterans' Exemption",1054.19
"Salisbury","0900566420",2015,"Disability Exemption",71.6
"Salisbury","0900566420",2015,"Pequot Grants",9433.03
"Salisbury","0900566420",2015,"Elderly Freeze",0
"Salisbury","0900566420",2015,"DECD Tax Abatement",0
"Salisbury","0900566420",2015,"DECD PILOT Grant",0
"Salisbury","0900566420",2015,"LoCIP",43871
"Salisbury","0900566420",2015,"Town Aid Road",292128
"Salisbury","0900566420",2014,"Total",364834.33
"Salisbury","0900566420",2015,"Total",365798.44
"Sharon","0900567960",2014,"Colleges & Hospitals PILOT",0
"Sharon","0900567960",2014,"Elderly Circuit Breaker",19058.37
"Sharon","0900567960",2014,"State Property PILOT",16200.62
"Sharon","0900567960",2014,"Veterans' Exemption",2281.97
"Sharon","0900567960",2014,"Disability Exemption",41.23
"Sharon","0900567960",2014,"Pequot Grants",6781.69
"Sharon","0900567960",2014,"Elderly Freeze",0
"Sharon","0900567960",2014,"DECD Tax Abatement",0
"Sharon","0900567960",2014,"DECD PILOT Grant",4760
"Sharon","0900567960",2014,"LoCIP",49602
"Sharon","0900567960",2014,"Town Aid Road",354660.44
"Sharon","0900567960",2015,"Colleges & Hospitals PILOT",0
"Sharon","0900567960",2015,"Elderly Circuit Breaker",17627.72
"Sharon","0900567960",2015,"State Property PILOT",18729.89
"Sharon","0900567960",2015,"Veterans' Exemption",3223.37
"Sharon","0900567960",2015,"Disability Exemption",45.18
"Sharon","0900567960",2015,"Pequot Grants",8890.88
"Sharon","0900567960",2015,"Elderly Freeze",0
"Sharon","0900567960",2015,"DECD Tax Abatement",0
"Sharon","0900567960",2015,"DECD PILOT Grant",4279
"Sharon","0900567960",2015,"LoCIP",49456
"Sharon","0900567960",2015,"Town Aid Road",355320
"Sharon","0900567960",2014,"Total",453386.32
